2.jpg,10.30,0.365
test_1.jpg,10.31,0.367
test_10.jpg,10.33,0.374
test_2.jpg,10.30,0.365
test_3.jpg,10.30,0.365
test_4.jpg,10.31,0.366
test_5.jpg,10.33,0.371
test_6.jpg,10.32,0.368
test_7.jpg,10.31,0.368
test_8.jpg,10.34,0.373
test_9.jpg,10.37,0.377
