0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07507438272258975,0.09419748763574996,0.08943391860387541,0.08293250870271038,0.08650199105913257,0.08553518705526413,0.08103982475255539,0.08375199669013682,0.07886729103016918,0.0658939243220685,0.06636089930260168,0.06740888029630512,0.07426005597953596,0.0715137385911572,0.07070552768263587,0.06860790958673886,0.07652874816581741,0.08261829824534873,0.0856714927376015,0.09127211854622964,0.09856874531709614,0.09709879459283469,0.10050744435103529,0.10872472320150832,0.11082747204339981,0.1136368034249941,0.10697433484729557,0.10514209499263925,0.10264029953960245,0.10075859819222072,0.08953094706044501,0.09362978842012937,0.10056354977759902,0.09627593255163365,0.09730568464610546,0.10119804752589424,0.10832639666799006,0.10899805850619045,0.11419944979406087,0.11141008798495872,0.11099569150492394,0.10415096597081425,0.1079959053240343,0.11253844331903896,0.11382356370141673,0.10494272261701264,0.09782534791873965,0.09750364607700987,0.10432344327755953,0.10383253676713285,0.108051801431175,0.1109071493594703,0.11021128948797669,0.10700255150668846,0.09775013555140338,0.10223337661040399,0.10350473861990239,0.09976250127891628,0.09440150904621214,0.09675746606214351,0.09595571394296565,0.09561373086700477,0.09515348648112075,0.09949244077312537,0.10252626815812123,0.11191777830502404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07996133322816441,0.08982836770023503,0.08839901431644427,0.08987109696796652,0.09373279821358031,0.09262315078617808,0.0882875206805286,0.09102843055081736,0.08918148373914633,0.08192541430048521,0.07841657423395477,0.081132822375039,0.08223182493956017,0.07901043655277847,0.07937131490730187,0.07735298714727831,0.08596658378146517,0.08751398286832235,0.09078130876165535,0.09581539174600665,0.10221922702838554,0.09752231557532982,0.09654721047479706,0.09923957867889392,0.10077488501715057,0.10417547341967075,0.10053683235519008,0.10131971363014718,0.09967033911013636,0.09694186727787571,0.09335273619878445,0.09829240882744299,0.09912311150480341,0.09985093660770675,0.10107490430387549,0.10144215536892148,0.10634192822090356,0.1049458522168772,0.10721193326318623,0.10458761569777442,0.10677560795293935,0.10315189779438715,0.10489278361704912,0.10824234683962376,0.1093700350939611,0.10506801723579808,0.10226117353393151,0.10008041288280692,0.10258117062487614,0.10615115722004614,0.10583460331391564,0.10720496167609002,0.10465105047350197,0.10244977788303343,0.09627594364618497,0.09950807181127447,0.1007367612915436,0.09838375244229215,0.0958924996116388,0.09515985906950787,0.09627686014588831,0.09575848794237152,0.09668487460128006,0.09837293919017835,0.1008889879447128,0.11004749998512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08531553543010034,0.08986646775283813,0.09246313267579799,0.09258344194594723,0.09339542760393184,0.09379373159181549,0.09058347499812296,0.0932917537122518,0.09185151055832765,0.08514860545686677,0.08281410108741713,0.08652727014875641,0.08729152086578958,0.08730670579944474,0.08574866331152536,0.08522974950405211,0.09196603364959918,0.09297140468625192,0.09574879833729841,0.0987353232821895,0.10206041999243105,0.09893479076694588,0.09811412646216881,0.09833415290823229,0.09878680428740927,0.10032433908724696,0.095479256491063,0.09813239410672267,0.09846766571211027,0.09258614273049225,0.0919971559018512,0.09734962171559307,0.09883469010650708,0.09915724486203135,0.09946282938522506,0.09922507678406475,0.10317902056202491,0.10253177614363,0.10283265849286759,0.10148605080951893,0.10445582743082078,0.1022889489549002,0.10377935689044843,0.10484294941824611,0.10267566546367575,0.10331836967828151,0.10122091856465416,0.09930783773828639,0.10001037308672803,0.10330553013490781,0.10303771889838183,0.102136961555794,0.10026004512655863,0.0998611921772237,0.09503603027442363,0.09864483131607561,0.0997070191894499,0.09590129122425271,0.09519410402865953,0.09658004161074997,0.0954825922976105,0.09705285515028048,0.09770995611708533,0.09956201565761504,0.10201270315174078,0.10748109147856083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08600760562961471,0.08924001079425795,0.09364455523810014,0.09328220394889401,0.09316522557004543,0.09370920333684234,0.09231091112074621,0.09330551469941087,0.09095241916687384,0.08913192733088861,0.08704288927336441,0.08952890072049156,0.09086585623998958,0.09081720621143115,0.08890145568850098,0.0885934854558415,0.09365957835403114,0.09478244925544045,0.0980187482649958,0.09915459068328247,0.1007509975016949,0.09949250076399112,0.09893127000965864,0.0969086793804055,0.09742540532422139,0.09679944473593861,0.09467667255943667,0.09489985408022765,0.09446770646888096,0.09299894095539406,0.0918709184319031,0.09578844913677574,0.09697330852151718,0.09661664344193266,0.09814925315632829,0.09762840194724068,0.10037149522885272,0.10186486081872652,0.10123281032528837,0.0999100431412733,0.10224620349142176,0.10049166534910475,0.10257147739974927,0.10216756677177938,0.0996038840152091,0.10061586828261701,0.09908986917561534,0.09854331536915087,0.09789149073981657,0.1003244356241624,0.099549659089712,0.0993151069931189,0.09787798311189236,0.09701450625530324,0.09518402403707449,0.09703247820574856,0.0997064137083678,0.09579762526702945,0.09648696004117428,0.09562736733541342,0.09505238218521608,0.09746662001971888,0.09737318471478137,0.09987386800465284,0.10172730661898685,0.10943883902396392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
