num dark,SUM dark,MAE dark,MSE dark,MEAN dark,Var dark,Loss dark
0.1,678.9107696771327,0.2524770433905291,1.7864385437081522,0.10419177576246909,1.7864209727241092,-0.004191775762469083
0.2,33.148969544811436,0.012318457653218668,0.0007695694414409661,0.19197596037320236,0.0007051842295083335,0.008024039626797652
0.3,30.807041372241418,0.0114481759094171,0.0007122105378845285,0.2921914555215945,0.0006512371710136189,0.007808544478405566
0.4,626.5054391447034,0.23324848814024696,1.748311270616826,0.2918094876335747,1.73660608365073,0.1081905123664253
0.5,777.6171016822647,0.28907698947296084,2.1021257024728515,0.6931697158545205,2.0648111633495234,-0.19316971585452047
0.6,726.983433456235,0.2702540644818718,1.813904826509634,0.7861735946754761,1.7792442191552542,-0.186173594675476
0.7,34.826678309915906,0.012941909442555148,0.0008213787703998447,0.7068290423152179,0.0007747429514562976,-0.006829042315217859
0.8,714.7275363303959,0.26569796889605796,1.4257496967488137,0.9928665677855127,1.3885521837794523,-0.1928665677855127
0.9,23.45695676069626,0.008716817822629603,0.0002347008928171413,0.9061877318549123,0.0001964128673082044,-0.006187731854912282
1,757.492453394003,0.2817004289304585,2.083759910129742,1.02459580561842,2.083154956475732,-0.024595805618419897
