num,SUM,MAE,MSE,MEAN,Var
1,1374.982315605011,0.057976990875569706,0.005154200395553373,0.13270464761802114,0.004084606419734609
10,1477.853917060003,0.06231463640833205,0.0058488275948246505,1.0423355470811313,0.004056529048143576
2,1291.6430031689974,0.05446293654785788,0.00462526467036683,0.22465426093923743,0.004017432087907752
3,1565.5774446689973,0.06601355391587946,0.006410875266550012,0.3489061944848622,0.004019059407558451
4,1448.3591385229975,0.06107097059044516,0.005615130643774274,0.4386335812053903,0.004122577047019738
5,1440.2184078210028,0.060727711579566655,0.005530126686039719,0.5399097031221497,0.003937342282746004
6,1445.8660420679996,0.060965847616292784,0.005610972750655848,0.6404005938107591,0.003978764770396714
7,1315.6377422549874,0.05547468975607132,0.004763278562410112,0.7299196602394596,0.0038680924935639016
8,1653.9974962319884,0.06974184079237597,0.006968011532015554,0.8553880804932547,0.003900172071285457
9,1564.1697638659948,0.06595419817279452,0.006387327384809729,0.9484599156062533,0.004038963964258735
