image-0020-3.tiff,36.52,0.947
image-0700-1.tiff,36.48,0.947
image-0800-1.tiff,36.48,0.948
image-0900-1.tiff,36.31,0.945
image-1000-1.tiff,35.35,0.929
image-1100-1.tiff,34.24,0.906
image-1200-1.tiff,32.71,0.870
image-1300-1.tiff,31.14,0.828
image-1400-1.tiff,29.88,0.794
image-1500-1.tiff,28.57,0.751
image-1600-1.tiff,27.52,0.707
mmexport1698924350638.jpg,10.27,0.743
