0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5834169881467756,-0.5861111034422811,-0.5839274011591365,-0.5467171856041364,-0.5529980169783734,-0.5750684522738464,-0.5828328524803117,-0.574976181166753,-0.5483638087087355,-0.5582776293688477,-0.5582774586711182,-0.5621429031317097,-0.5627111276119428,-0.571263845932056,-0.5530238944778701,-0.5464173732498337,-0.5539422214403332,-0.5611756614302607,-0.5787239266002745,-0.5754964318360413,-0.5767741512586122,-0.5834415226376661,-0.5865726886469791,-0.5944076431238965,-0.5974700774795441,-0.6049801857434917,-0.6171080426537782,-0.6337147579242058,-0.6266350143348688,-0.616981253705182,-0.6161800010886979,-0.6102211781622439,-0.5950290082617764,-0.5954065054351704,-0.5842349790992036,-0.5747235615003121,-0.5698614513129105,-0.563561521385268,-0.5604716624367905,-0.5643949991418359,-0.5758386617663621,-0.5735216592452571,-0.572092825684906,-0.580625942659479,-0.5858343541719564,-0.5952236294200486,-0.6001207568169669,-0.6002412234120693,-0.5992247574848976,-0.5997202462677421,-0.5861616734896407,-0.5818519453905371,-0.5839552695105176,-0.5880876375348266,-0.5858186531674581,-0.5908762557179755,-0.5858404922465953,-0.5913627490456003,-0.5961057438444889,-0.5904063732069931,-0.5875521289288633,-0.5887996478981897,-0.5884929181639066,-0.5907276007745786,-0.5840745215620133,-0.5710223492021373,-0.557558478847454,-0.5490813404197546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5943175445694794,-0.5918242732463739,-0.5860053013172285,-0.5797899232763672,-0.5818060092233334,-0.5795485144976169,-0.5886966462378665,-0.5852134104800852,-0.5744285227732345,-0.5725125117953581,-0.5735524116516212,-0.5877054566962295,-0.5870659365623745,-0.5887594123743561,-0.5743292213456781,-0.5698143387000254,-0.5761727960227532,-0.5779182865460545,-0.5855222040855799,-0.5797606974515366,-0.5740621811981486,-0.5783314135074895,-0.5838113119437321,-0.5906497412305092,-0.5967952772735914,-0.6062606957968997,-0.6128106578441207,-0.6162912348697076,-0.6137769224380126,-0.6125062501840001,-0.6163536801223877,-0.6195191169908676,-0.6071272682789823,-0.6002442077900599,-0.5918967895464087,-0.5875589776403793,-0.5811595814360154,-0.5756987340840574,-0.5741125905973455,-0.5761879580269406,-0.5826740056791012,-0.5851335752701362,-0.5862163934662323,-0.5945872334046001,-0.5941500147830541,-0.5959645809156496,-0.6006163119325272,-0.6008695808305264,-0.6017661203061012,-0.6003424785609702,-0.5967816756430846,-0.5932472196188662,-0.5945523251837863,-0.604409784229154,-0.5995094111324628,-0.597528797379973,-0.5929800988734301,-0.5952830508615168,-0.5991449511170244,-0.5948637652418848,-0.5908327973187084,-0.5917673388658373,-0.5865920599161616,-0.5852982013358523,-0.5801790602990777,-0.5715735643263474,-0.5550641032202024,-0.5427167374420793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
