0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18256721237879162,0.18445440936605176,0.23579407974807162,0.26875052266330135,0.29073659986768,0.29059395807697874,0.29430392426881274,0.3071214168807755,0.3084108532294614,0.29875490486281064,0.2930102492014415,0.2819962935045798,0.2849549564841915,0.2951193407702307,0.27626388771317273,0.2773050826048625,0.2673641456419584,0.27838600493244603,0.2813973492584334,0.2932039291518034,0.28647033362435365,0.2723164527499741,0.2773352213630082,0.2707953778965285,0.27950948634885164,0.2803391521260973,0.28733050754201817,0.286486771427036,0.2907770201640379,0.2969364413549774,0.3051616652127021,0.3118183533048706,0.3115964519830697,0.32409527674465943,0.32902671359268904,0.32334269922692777,0.3095347542515051,0.3134352785850372,0.30568702166983547,0.2996701191217659,0.2930447280762966,0.29495190992788617,0.29754072494256206,0.2906229512847156,0.28570591959296604,0.29097679101819107,0.29267922379282013,0.28755835699711185,0.2903737964453127,0.2950989412611681,0.30488451319261645,0.297385866176488,0.2920697409026397,0.2919100254253231,0.2828132451109106,0.2829966798835207,0.28776177250250284,0.28086409165329806,0.2792628595321368,0.2897460170339781,0.30420945118499326,0.30303058071420746,0.30020795505530184,0.3013519562384235,0.3167865638837217,0.31774936247152935,0.3151814970555483,0.33702715860373944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19758709906808078,0.22042303971017818,0.26127231131500966,0.28180157247399384,0.2875368993293965,0.2887986311896707,0.29017158309777985,0.3027125859976039,0.30086505925406326,0.2969381649338628,0.29569072751085335,0.2909914707980824,0.28860136321590174,0.29639101423990966,0.28864137450395466,0.28896560912392966,0.2823011957080839,0.2860269066184913,0.28698897562035314,0.29127236005179147,0.2902347417706997,0.28170709339123406,0.2834751633847652,0.2791894046755496,0.2816947020437757,0.27835136645271297,0.2826064699343042,0.2820346718961893,0.28598433670644097,0.28966847728710265,0.29584170169433904,0.30134187578494886,0.3007120818838475,0.30674271664795555,0.3097884575102537,0.30462241031904363,0.29446726352049346,0.2992866835677387,0.2958198442659983,0.29344722808338375,0.2880458316096651,0.2883830238052293,0.29149632388643737,0.2893056099859316,0.28871192467791185,0.2933120856007242,0.292195865471396,0.2899080743173573,0.28957930902058776,0.2944468950050716,0.3009854791541571,0.2939242550132587,0.2903233323917232,0.29042913045452307,0.2860785378091777,0.2848148684868756,0.2888933211306856,0.28681260154889066,0.2815671927140099,0.28296699833995226,0.28347526719129074,0.28690204030582606,0.2868906503109962,0.2917863295503057,0.2996101929368478,0.3021675332941402,0.3095855134964861,0.3111049909513816,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21836460324335255,0.24301892810292547,0.2675243336014075,0.27423311673865675,0.2763358974131091,0.28396455661521414,0.2869351015991685,0.29155378365103524,0.29395527137751376,0.2907029574228388,0.2856549554279605,0.2877097260242991,0.2858814249985051,0.29163652578631266,0.29592654102716764,0.29069636564457746,0.28509075226973024,0.28582819842581314,0.29042818121095376,0.2926616763478588,0.28933060251144654,0.2834636974294193,0.28080647078081095,0.2775984107511443,0.2813864804567277,0.2775013156212063,0.28222045219820585,0.2806547421725361,0.28092633981082155,0.28168942646791767,0.28818761344321014,0.2908454772290242,0.291608382828176,0.2952391802112836,0.2976920824334997,0.2960932768795747,0.28935411564915087,0.2903428423534159,0.29063776170684874,0.2898496055700391,0.28212558870767274,0.2852649599541858,0.28977025354022473,0.29172455863876784,0.2901228427353764,0.29758862196632313,0.29589454631485707,0.2895606788915374,0.29200478587212514,0.29619675978994936,0.2993364495475569,0.2936652511146494,0.2945039068090464,0.2959841777723383,0.2939832254838455,0.2922030414635183,0.2920866455470512,0.28922418557493607,0.2848448144668707,0.2822789655867532,0.2875775367007223,0.2835358578392429,0.28628939442561224,0.29382418697312523,0.2950977463133365,0.2973459780398311,0.3060221074986977,0.31417485324857697,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23811372660273666,0.24549200053380393,0.2666130211642695,0.2743971666061981,0.27296327437980544,0.27765791357899205,0.28523457849512146,0.28613697361651413,0.29053175491110034,0.28461584408507135,0.2818635452934643,0.27762547414333577,0.2850226607174112,0.2849206093055905,0.28990165030450094,0.28728094500158535,0.28240486615103483,0.2833625549508056,0.2916534592327374,0.2915368166370238,0.28974331998572206,0.28148597164303674,0.27920680404374854,0.2800766657665322,0.2815895414673592,0.27502310959203374,0.27701289690451614,0.27687502840850997,0.2775184116301395,0.27680883918174765,0.2854869389194579,0.2858063742616521,0.2869508205495446,0.2887658351908257,0.2931616204724139,0.2964535024444548,0.292217592295995,0.28934465610509735,0.28643628998754833,0.2865971677388355,0.28104788632412,0.2835646076141604,0.2857465873697933,0.29259259772769286,0.2922064989698902,0.29693995241168997,0.29707023965084406,0.291996181207,0.29739843953970263,0.29870897222976167,0.2991604664001277,0.2975103302707942,0.3024123019820779,0.2987002415495244,0.29567221180820236,0.293130927864186,0.29254458319094173,0.29146575663569807,0.2865479020387648,0.278696409820984,0.276601211363331,0.27855385501370683,0.2832316271005051,0.28874963288518324,0.2972778960491299,0.29893597258597,0.30307858604633536,0.3138668344069703,0.0,0.0,0.0,0.0,0.0,0.0
