Sample7-Reference Image.bmp,9.07,0.580
xy_0.bmp,9.10,0.583
xy_1.bmp,8.87,0.558
xy_10.bmp,8.39,0.501
xy_2.bmp,8.51,0.517
xy_3.bmp,8.51,0.517
xy_4.bmp,8.63,0.531
xy_5.bmp,8.46,0.510
xy_6.bmp,8.35,0.497
xy_7.bmp,8.48,0.513
xy_8.bmp,8.47,0.512
xy_9.bmp,8.51,0.517
