num dark,SUM dark,MAE dark,MSE dark,MEAN dark,Var dark,Loss dark,num GCA,SUM GCA,MAE GCA,MSE GCA,MEAN GCA,Var GCA,Loss GCA,num he,SUM he,MAE he,MSE he,MEAN he,Var he,Loss he,num mid,SUM mid,MAE mid,MSE mid,MEAN mid,Var mid,Loss mid,num my,SUM my,MAE my,MSE my,MEAN my,Var my,Loss my,num no,SUM no,MAE no,MSE no,MEAN no,Var no,Loss no
0.1,14.761287038551288,0.0030131224818434,1.0979867260549536e-05,-0.0971060472723914,2.604904870955743e-06,-0.0028939527276085,0.1,15.083032874359152,0.0029505150380201,1.6196916317441594e-05,-0.0987147726208192,1.4545106901308474e-05,-0.0012852273791807,0.1,16.026658899536883,0.0032714143497727,1.1790267529196147e-05,-0.0967357411319556,1.1348815715534616e-06,-0.0032642588680443,0.1,21.24559514773657,0.0041560240899328,3.099817570194389e-05,-0.0972470645130996,2.341952190686343e-05,-0.0027529354869003,0.1,16.068076805006097,0.0031432075127163,1.2156611317656386e-05,-0.096983428115557,3.05690538365648e-06,-0.0030165718844429,0.1,14.541604111629734,0.0028446017432765,8.281051712616673e-06,-0.0971553982567236,1.8929263473181637e-07,-0.0028446017432763
0.2,22.71195887019629,0.0046360397775456,2.3848228439028865e-05,-0.195380983596533,2.512915903307711e-06,-0.0046190164034669,0.2,21.04121829838196,0.0041160442680715,2.8804432095385003e-05,-0.1967530188336043,1.826154540029989e-05,-0.0032469811663956,0.2,26.05524857827846,0.0053184830737453,2.9561442356359856e-05,-0.1946815169262541,1.27518015071576e-06,-0.0053184830737458,0.2,27.447746154903346,0.0053692774168433,4.375542010866028e-05,-0.1954796254414024,2.3321633958253707e-05,-0.0045203745585975,0.2,24.958346790479453,0.0048823057101876,2.8077154988783207e-05,-0.1951710263882876,4.758168846062672e-06,-0.0048289736117123,0.2,23.787734972886167,0.0046533127881232,2.193559826741621e-05,-0.1953466872118767,2.822783632672188e-07,-0.0046533127881232
0.3,23.10357287664554,0.0047159773171352,2.4798909520043656e-05,-0.2952949952411627,2.6618397393207704e-06,-0.0047050047588372,0.3,25.60276160540396,0.005008364946284,3.929809315654184e-05,-0.296072545871823,2.3873197227422535e-05,-0.003927454128177,0.3,25.719046410478747,0.0052498563809917,2.9039461651984846e-05,-0.2947503326128229,1.4804539763685345e-06,-0.005249667387177,0.3,27.515603313869438,0.0053825515089728,4.489510063389243e-05,-0.2954905927840301,2.4560347194071963e-05,-0.0045094072159698,0.3,25.712308293515218,0.0050297942671195,3.093821906030307e-05,-0.2950827548591984,6.758919285143605e-06,-0.0049172451408016,0.3,23.1709354688908,0.0045326556081554,2.0911578693291403e-05,-0.2954673443918446,3.666118311568267e-07,-0.0045326556081554
0.4,14.944263447339948,0.0030504722284833,1.1722580609649117e-05,-0.3970448354796377,2.989583268164786e-06,-0.0029551645203623,0.4,25.931542835927377,0.0050726805234599,4.215180200347399e-05,-0.3966743975288267,3.1092170207691616e-05,-0.0033256024711732,0.4,16.23693464423849,0.0033143365266867,1.2143272241770796e-05,-0.3967214105199917,1.3941232633873923e-06,-0.0032785894800082,0.4,21.495792265791568,0.0042049671881438,3.1210557331651933e-05,-0.3972790569875042,2.380702645457533e-05,-0.0027209430124957,0.4,18.292676463250903,0.0035783795898378,1.796556549498216e-05,-0.3967635202938334,7.490764607626099e-06,-0.0032364797061665,0.4,14.803418873473833,0.002895817463512,8.703915317080954e-06,-0.3971041825364872,3.1815653572797586e-07,-0.0028958174635127
0.5,7.055160018938611,0.00144012247784,3.6008524230148133e-06,-0.4996807032221345,3.4989019927489373e-06,-0.0003192967778654,0.5,25.073066750939645,0.0049047470170069,4.070407218557299e-05,-0.497749360267251,3.5638692980538567e-05,-0.002250639732749,0.5,4.680055314420643,0.0009553082903491,1.521458564454069e-06,-0.4997554321752936,1.4616451448068446e-06,-0.0002445678247063,0.5,17.41983051767326,0.0034076350777921,2.458261653302457e-05,-0.4999467520338981,2.4579781186140348e-05,-5.324796610189919e-05,0.5,10.997464472301418,0.0021513036917647,7.829253919712405e-06,-0.4995595401421154,7.635249032938995e-06,-0.0004404598578845,0.5,2.271751319865449,0.0004443957980957,3.4877158666772386e-07,-0.4997756081110068,2.984198663458226e-07,-0.0002243918889932
0.6,12.582092025502911,0.0025682980252098,9.151850037579595e-06,-0.6024166834042767,3.311491360680208e-06,0.0024166834042765,0.6,25.640705259861708,0.0050157874139009,4.320934129184755e-05,-0.5985364846104237,4.106746399668016e-05,-0.0014635153895763,0.6,13.202778836191266,0.0026949946593572,8.630811557426188e-06,-0.6026884025587872,1.4033032408877766e-06,0.0026884025587871,0.6,20.423932916709536,0.0039952920416098,3.039960326038224e-05,-0.6025279895776823,2.4008871957303946e-05,0.0025279895776821,0.6,15.824248349761817,0.0030955102405637,1.550939051500475e-05,-0.6022187943353052,1.058634221162702e-05,0.0022187943353051,0.6,12.370895052398176,0.0024199716456177,6.174209363280221e-06,-0.6024186932084373,3.241325272629325e-07,0.0024186932084372
0.7,20.20742452892781,0.0041248059867172,1.990223404254219e-05,-0.7040872656512648,3.19649353813789e-06,0.0040872656512647,0.7,26.43184170982383,0.005170548065302,4.5488555304236224e-05,-0.6997435697331262,4.542279882385758e-05,-0.0002564302668738,0.7,22.52046720554864,0.0045969518688607,2.267211657244393e-05,-0.7045949981503061,1.5581085708316067e-06,0.004594998150306,0.7,26.08344305412293,0.005102394963639,4.299274056161256e-05,-0.7042886168283377,2.46005062627952e-05,0.0042886168283375,0.7,22.2416224194267,0.0043508651055216,2.587395521155988e-05,-0.7040972014525781,9.086895467913523e-06,0.004097201452578,0.7,21.146561461378944,0.0041366513030866,1.7461371856790366e-05,-0.7041366513030872,3.4948785326838205e-07,0.0041366513030871
0.8,20.78392575851926,0.0042424833146599,2.083948990814699e-05,-0.8041547075161416,3.577895356987604e-06,0.0041547075161415,0.8,29.007140853541504,0.0056743233281575,5.497625665457207e-05,-0.800111514156581,5.496382124625665e-05,0.0001115141565809,0.8,24.27931357805685,0.0049559733778438,2.614693999431505e-05,-0.8049556764599687,1.5882108125309102e-06,0.0049556764599686,0.8,26.973597981504103,0.0052765254267418,4.480240849241249e-05,-0.8044922363979036,2.4622220640369008e-05,0.0044922363979035,0.8,22.815385936982256,0.0044631036652938,2.624222984045395e-05,-0.8042502683529144,8.17744876824289e-06,0.0042502683529143,0.8,22.499826575951523,0.0044013745258121,1.9699649507375776e-05,-0.8044013745258128,3.275517893586155e-07,0.0044013745258127
0.9,13.47582700277966,0.0027507301495773,9.436936687554536e-06,-0.9026303671325796,2.518105436388751e-06,0.0026303671325794,0.9,30.67191329949273,0.0059999830398068,6.125587978358101e-05,-0.8998182147231597,6.122283389764505e-05,-0.0001817852768403,0.9,14.985904591024395,0.003058972155751,1.0606753413550363e-05,-0.9030486369691972,1.3125660425217234e-06,0.0030486369691971,0.9,21.55467907888098,0.0042164865177779,3.239265681332239e-05,-0.9029919529334144,2.344087445937948e-05,0.0029919529334144,0.9,16.91662886047065,0.0033091996988401,1.5621256330878556e-05,-0.9026747072669608,8.46719736624646e-06,0.0026747072669608,0.9,14.692369513479925,0.0028740941927777,8.431489807580235e-06,-0.9028740941927818,1.7107237171298808e-07,0.0028740941927817
1.0,6.553737656619148,0.0013377704953294,3.1443571615274303e-06,-1.000312125895628,3.04693458463845e-06,0.000312125895628,1.0,30.82354176647664,0.0060296443205157,6.152970510621127e-05,-0.9996085743382458,6.137649105941723e-05,-0.0003914256617542,1.0,4.623361957345784,0.0009437358557554,1.434879139072446e-06,-1.0002683203269973,1.3628833408496632e-06,0.0002683203269973,1.0,17.110984684710154,0.0033472192262735,2.329001683190355e-05,-1.0006708842979948,2.283993109708504e-05,0.0006708842979947,1.0,12.564683114644296,0.0024578801084984,9.586134559933424e-06,-1.0003784258524215,9.442928434300056e-06,0.0003784258524215,1.0,3.2752280205892577,0.0006406940572357,6.301195638771381e-07,-1.00052367898408,3.558798917779882e-07,0.0005236789840799
