0.bmp,10.007738048245548,6.787047875574372,50.8392
1.bmp,10.036257660426227,6.703020368976243,55.35066666666667
10.bmp,10.012381105297642,7.460445618084552,45.6302
2.bmp,9.959887450193948,7.178605147947182,53.93646666666667
3.bmp,10.0382498558522,7.573208934570069,49.977466666666665
4.bmp,9.99059950995775,7.4126804728122915,52.470733333333335
5.bmp,9.981422733280183,7.59380914646202,46.74426666666667
6.bmp,10.040852747105594,7.292458252103173,45.18646666666667
7.bmp,10.004177430416597,7.123831966759348,47.888533333333335
8.bmp,9.992150518858343,7.092275912693471,49.05113333333333
9.bmp,10.021106927322824,7.312031829857907,46.9906
